52153	38923	p2c
29686	35320	p2p
2119	51929	p2c
38220	58511	p2p
7342	25091	p2p
13760	16700	p2p
12355	33891	p2p
24989	58002	p2p
18881	52911	p2c
35549	56556	p2c
26935	33005	p2c
5607	6667	p2p
852	20940	p2p
6789	57903	p2c
41695	44965	p2p
1267	30419	p2p
262463	262476	p2p
3257	20144	p2c
17922	38781	p2c
209	11742	p2c
209	11740	p2c
11232	4542	p2c
7018	18733	p2c
8121	30121	p2c
5580	5645	p2p
20960	198975	p2c
6854	39676	p2c
55720	133448	p2p
39792	61319	p2p
7470	18256	p2c
9822	131581	p2c
3257	4250	p2c
13249	28917	p2p
20932	30844	p2p
8075	25152	p2p
45147	9785	p2c
3356	34177	p2c
2828	40715	p2c
39202	47541	p2p
50304	57023	p2p
31019	58010	p2p
6939	60969	p2c
9498	21054	p2c
174	46897	p2c
10429	262414	p2c
49981	200130	p2p
2603	42400	p2p
13876	33619	p2c
13030	29695	p2p
9189	13157	p2p
8595	25091	p2p
13030	29691	p2c
39442	48166	p2p
52699	262354	p2p
8468	8487	p2p
10796	53420	p2c
10796	53421	p2c
6128	33001	p2c
24634	198867	p2c
52752	53175	p2p
7381	33203	p2c
6854	49578	p2c
9086	57994	p2c
42695	49317	p2c
9730	45284	p2c
31214	57629	p2c
174	26956	p2c
44143	48166	p2p
6453	39180	p2c
28283	262953	p2c
174	26950	p2c
14840	52941	p2p
16302	61340	p2c
251	12136	p2p
14840	52945	p2p
10026	24243	p2p
5713	31133	p2p
209	29207	p2c
701	78	p2c
4589	15169	p2p
8323	16138	p2p
31415	56864	p2c
209	10837	p2c
1764	20633	p2p
209	10835	p2c
701	71	p2c
1103	41313	p2p
10026	24247	p2c
52967	262757	p2p
1280	6407	p2p
52967	262750	p2p
8447	48166	p2p
4637	4837	p2p
1280	31863	p2p
13030	15773	p2p
12578	29686	p2p
28917	60764	p2p
20804	24732	p2c
1764	51795	p2p
5588	33895	p2c
1103	61025	p2p
27817	16528	p2c
7575	11030	p2p
24931	30844	p2p
262354	262459	p2p
33845	41692	p2p
6461	10655	p2c
9371	18290	p2c
8473	8492	p2p
7922	18680	p2c
1267	24679	p2p
1299	8999	p2c
209	25876	p2c
29226	34288	p2p
48237	44995	p2c
3356	29736	p2c
174	33097	p2c
2828	54558	p2c
8419	13122	p2p
8492	44814	p2p
12552	60213	p2c
4323	14951	p2c
1299	53723	p2c
4323	14959	p2c
1299	53727	p2c
35236	35613	p2c
50384	199863	p2p
7575	23935	p2p
7575	23936	p2p
12555	61037	p2c
41393	44953	p2p
7598	20485	p2p
1267	8613	p2p
8468	56583	p2p
13193	29636	p2p
15835	51548	p2c
30475	12161	p2c
5391	8447	p2p
553	8708	p2p
202109	202112	p2p
30880	33891	p2p
376	40206	p2p
2603	1835	p2c
3356	21277	p2c
24989	34982	p2p
33667	18636	p2c
3252	47211	p2p
4230	28256	p2c
3252	47215	p2p
8359	9505	p2p
3356	21502	p2c
8359	9500	p2p
8859	12859	p2p
6774	31669	p2c
38456	45935	p2c
25229	37100	p2p
6453	11854	p2c
3549	1359	p2c
28917	57023	p2p
11845	25091	p2p
24989	45204	p2p
29611	35662	p2p
2828	55207	p2c
20804	39869	p2c
20804	42064	p2c
12989	47872	p2p
3549	15517	p2p
6939	20161	p2c
8426	19151	p2p
12874	42689	p2p
251	200125	p2p
251	200124	p2p
3252	29169	p2p
2828	19732	p2c
13238	34288	p2p
25192	28917	p2p
4589	31449	p2p
53175	61924	p2p
2828	11507	p2c
53175	61921	p2c
9193	15412	p2p
17709	58730	p2c
42708	43142	p2p
4323	11767	p2c
2764	58511	p2c
6412	24989	p2p
6327	54759	p2c
3320	15790	p2c
7029	54715	p2c
13054	31025	p2p
7018	32661	p2c
7018	32662	p2c
6983	53855	p2c
8422	20860	p2p
35753	42591	p2c
9189	25291	p2p
8220	28940	p2c
11706	28571	p2p
174	43367	p2c
41811	56329	p2p
9002	43146	p2c
1299	35833	p2c
1299	35834	p2c
9002	43142	p2p
6663	41772	p2c
15589	31133	p2p
28917	48654	p2p
6830	13030	p2p
12350	34019	p2p
31019	133229	p2p
44356	37011	p2c
34288	57315	p2p
5413	23197	p2p
3333	51050	p2p
10310	29611	p2p
52554	52739	p2c
22927	28075	p2c
22927	28073	p2c
1257	1880	p2c
6659	31025	p2p
25577	60103	p2c
5588	15728	p2c
25091	50304	p2p
25091	50300	p2p
7660	9318	p2p
52610	262780	p2p
52610	262787	p2p
52610	262785	p2p
33891	35574	p2p
13878	52610	p2p
31500	35189	p2p
33668	25733	p2c
3549	34922	p2c
7018	33537	p2c
16030	201705	p2c
12306	20562	p2p
3561	10397	p2c
12312	13237	p2p
10587	40266	p2c
701	22920	p2c
12360	31133	p2p
2381	15133	p2p
20562	47329	p2p
1299	12200	p2c
26794	29744	p2c
33667	23197	p2c
2516	21433	p2c
55081	62567	p2p
553	36408	p2p
8218	199545	p2c
29140	60764	p2p
8331	8997	p2p
3215	12910	p2c
33891	39912	p2c
31500	35028	p2p
7575	10148	p2c
12637	12989	p2p
7575	10143	p2p
10026	32590	p2c
8283	45629	p2p
6939	12912	p2p
9293	21859	p2c
5396	198919	p2c
174	197573	p2c
3491	8966	p2c
19383	63251	p2c
29208	29396	p2p
9002	9924	p2p
9002	9925	p2p
7610	7472	p2c
12389	199757	p2c
21367	38922	p2c
5650	40777	p2c
28303	262808	p2p
2914	114	p2c
6910	29140	p2p
52610	262669	p2p
24709	34325	p2c
174	56338	p2c
9002	35718	p2c
33873	39792	p2p
8218	42841	p2p
1267	35366	p2p
2118	3267	p2p
58587	58782	p2c
4766	45963	p2c
701	13336	p2c
46627	23092	p2c
701	13330	p2c
4766	45969	p2c
28269	52610	p2p
209	9505	p2p
56264	131179	p2c
10026	17554	p2c
10026	17557	p2p
3225	41811	p2p
7843	10334	p2c
8469	20485	p2p
701	16674	p2c
197985	202018	p2p
6459	19916	p2c
52783	263676	p2c
3549	30120	p2c
262761	61937	p2c
45147	38320	p2c
22773	13829	p2c
8422	13213	p2p
8881	29105	p2c
4844	9583	p2p
2497	9498	p2p
16265	1241	p2c
5050	9	p2c
6461	13629	p2c
7016	27408	p2c
3741	15830	p2p
5603	20526	p2c
48161	57790	p2c
8390	25407	p2c
3741	15839	p2p
4800	58403	p2c
3856	36351	p2p
1267	5588	p2p
6663	9189	p2p
1267	5583	p2p
1267	5580	p2p
3267	50266	p2p
57463	57634	p2c
4608	4739	p2p
8607	45834	p2p
3267	58073	p2p
7795	27409	p2c
43531	44334	p2p
9002	43996	p2p
2647	19545	p2c
9002	43998	p2c
12989	44034	p2p
4637	6461	p2p
31025	51795	p2p
3549	21808	p2p
5413	24910	p2p
6079	8560	p2p
3549	21803	p2p
11799	12989	p2p
29518	198965	p2c
4323	30009	p2c
2860	3741	p2p
39505	60325	p2c
3741	39905	p2p
34224	44953	p2p
174	803	p2c
3269	21333	p2c
9848	38688	p2c
43531	47264	p2p
9848	38684	p2c
9848	38680	p2c
9002	49360	p2p
8922	15605	p2p
197902	200130	p2p
3549	199391	p2c
6886	13106	p2c
9002	49367	p2p
17828	38009	p2c
20485	31500	p2p
22085	53175	p2p
553	35320	p2p
549	802	p2c
24730	31133	p2p
31242	34635	p2c
1239	12217	p2c
8283	49375	p2p
297	1316	p2c
9002	42484	p2c
12389	21480	p2c
12350	53563	p2p
9002	42483	p2c
20632	30833	p2p
6939	133488	p2c
2828	4637	p2p
43531	49634	p2p
50952	42187	p2c
6419	12159	p2c
3561	63054	p2c
2497	6327	p2p
9002	44678	p2c
14463	28329	p2p
8468	13335	p2p
11427	53709	p2c
12389	48780	p2c
12989	19171	p2p
20932	199939	p2p
3356	20811	p2c
7018	35917	p2c
39792	57068	p2p
3356	47264	p2c
8331	34867	p2p
14413	51945	p2p
30960	35032	p2c
7018	32733	p2c
33891	199903	p2p
25159	201537	p2c
41560	48166	p2p
24093	38333	p2p
9304	29513	p2p
4007	133179	p2c
4694	15412	p2p
3741	20485	p2p
3252	35511	p2p
10796	14272	p2c
49774	40984	p2c
48289	58262	p2c
6830	29056	p2c
8717	12779	p2p
3320	15960	p2c
5500	42708	p2p
16700	32934	p2p
12360	24989	p2p
2914	15412	p2c
14026	26592	p2p
21755	62570	p2c
8218	12578	p2p
3239	8324	p2c
5580	12041	p2c
28649	52888	p2p
197506	29419	p2c
8218	12570	p2p
35297	197901	p2c
34123	34691	p2c
34288	43284	p2p
4739	58710	p2p
1103	50384	p2p
9583	58714	p2c
8607	48463	p2p
42109	43845	p2c
9145	50800	p2c
25091	39583	p2p
33489	29919	p2c
42	8928	p2p
6648	7611	p2c
3320	198264	p2c
10102	38192	p2c
20870	52043	p2c
24538	58553	p2c
262206	52262	p2c
2818	8447	p2p
12350	42456	p2p
8468	30419	p2p
701	2830	p2p
43769	198106	p2c
20764	49828	p2c
53237	263416	p2p
51185	197219	p2p
10103	132597	p2c
25543	37073	p2c
5588	24858	p2c
6648	39202	p2p
6777	39637	p2p
16086	48156	p2c
12989	29802	p2p
30746	47312	p2c
6067	12496	p2p
14840	28140	p2p
14840	28143	p2p
20080	28876	p2p
251	6667	p2p
2914	20099	p2c
3356	46897	p2c
3910	24778	p2c
33287	33327	p2c
852	21525	p2p
3216	9121	p2p
42555	201288	p2c
8452	37664	p2c
1764	35180	p2p
20080	30844	p2p
17675	15224	p2c
8283	196844	p2p
4323	18438	p2c
3303	31252	p2p
34019	51185	p2p
197804	25313	p2c
2603	23148	p2p
8359	41412	p2p
12741	31608	p2c
14840	28209	p2p
12779	31383	p2p
8447	49544	p2p
2828	17206	p2c
3257	6507	p2c
4323	54068	p2c
28275	28294	p2p
8422	16243	p2p
5511	20917	p2c
513	15547	p2p
3303	8883	p2c
